smiles,group,Carcinogenicity
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,training,0
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,training,1
Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,training,1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,training,0
O=c1ccc(=O)[nH][nH]1,training,0
S=C([S-])NCCNC(=S)[S-],training,1
O[C@H](CNCCCl)[C@@H](O)[C@H](O)[C@H](O)CNCCCl,training,0
Cc1cc2c(nc1[N+])[nH]c1ccccc12,training,1
Cc1cnc2ccc3c(nc(N)n3C)c2n1,training,1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,training,0
CC1CCC(C(C)C)C(O)C1,training,0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(OC)cc2)c2ccccc2)cc1,training,0
S=c1[nH]c2ccccc2s1,training,1
CC1CN1P(=O)(N1CC1C)N1CC1C,training,1
CN(C)CCN(Cc1ccco1)c1ccccn1,training,0
CN(C)CCN(Cc1cccs1)c1ccccc1,training,0
Cn1cc[nH]c1=S,training,1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,training,0
COc1cc2c(cc1N)oc1ccccc12,training,1
CCN=[N+](C)[O-],training,1
COC(C)(C)C,training,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,training,0
C=C(C)C(=O)OC,training,0
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,training,1
CC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,training,1
CN(N=O)C(=O)NCCC[C@H](N)C(=O)O,training,1
C[C@@H]1CCCCN1N=O,training,1
C[C@H]1CCCCN1N=O,training,1
CN1CCCC1=O,training,0
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,training,1
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,training,1
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,training,1
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,training,0
Nc1ccc(Cc2ccc(N)cc2)cc1,training,1
CC/C(C)=N/O,training,1
Cc1ncc[nH]1,training,1
CN(CCCC(O)c1cccnc1)N=O,training,1
CN(CCCC(=O)c1cccnc1)N=O,training,1
C=CC(=O)NCO,training,0
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,training,0
Cc1ncc([N+](=O)[O-])n1CCO,training,1
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,training,1
ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,training,1
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,training,0
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,training,1
N[C@@H](CC(=O)O)C(=O)[O-],training,0
N[C@@H](CCC(=O)O)C(=O)[O-],training,0
O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1,training,1
O=C1O[C@@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,training,1
CS(=O)(=O)OCCCCOS(C)(=O)=O,training,0
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,training,1
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,training,1
c1ccc2ccccc2c1,training,1
Nc1ccc2ccccc2c1,training,1
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,training,0
O=C(O)CN(CC(=O)O)CC(=O)O,training,1
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,training,1
CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,training,0
O=c1[nH]nc(-c2ccc([N+](=O)[O-])o2)o1,training,1
CC(=O)Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,training,1
O=[N+]([O-])c1ccc(-c2cscn2)o1,training,1
CC(=O)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,training,1
O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,training,1
CC(=O)Nc1nc(NC(C)=O)nc(-c2ccc([N+](=O)[O-])o2)n1,training,1
CC/C=C(/CC)[N+](=O)[O-],training,1
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,training,1
O=[N+]([O-])c1ccc2nc[nH]c2c1,training,0
CCC(C)[N+](=O)[O-],training,1
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,training,1
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,training,1
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,training,1
O=[N+]([O-])c1cccc2ccccc12,training,0
CCC(CC)[N+](=O)[O-],training,1
CCC[N+](=O)[O-],training,0
CC(C)[N+](=O)[O-],training,0
O=C(O)CC[N+](=O)[O-],training,0
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,training,1
O=[N+]([O-])c1cccc2cccnc12,training,1
O=NN(CCCC(F)(F)F)CCCC(F)(F)F,training,1
O=NN1CCC(=O)NC1=O,training,1
CC(=O)CN(CC(O)CO)N=O,training,1
O=NN1CCOC(O)C1,training,0
CC(O)CN(N=O)C(=O)NCCCl,training,1
CC(O)CN(CCO)N=O,training,1
O=NN1CCC(O)C1,training,1
CC(C)CN(N=O)C(N)=O,training,1
CCCCCCCCCCN(C)N=O,training,1
O=NN1CCOC1=O,training,1
O=NN1CCCN(N=O)C1,training,1
O=NN1CC=CCC1,training,1
CC1CN(N=O)CC(C)N1C,training,1
C=CCN(CC(O)CO)N=O,training,1
C=CCN(CC(C)O)N=O,training,1
C=CCN(CC(C)=O)N=O,training,1
C=CCN(CCO)N=O,training,1
CCCCCN(N=O)C(=O)OCC,training,1
CN(N=O)C(=O)Nc1nc2ccccc2s1,training,1
CC(O)CN(CC(C)O)N=O,training,1
CC(=O)CN(CC(C)=O)N=O,training,1
Cc1[nH]cnc1CSCCN=C(NC#N)N(C)N=O,training,0
CCCCN(CCCC)N=O,training,1
O=NN(CCO)CCO,training,1
CCN(CC)N=O,training,1
O=NN(c1ccccc1)c1ccccc1,training,1
CCCN(CCC)N=O,training,1
O=NN1CSCSC1,training,0
O=NN1CCCCCCCCCCCC1,training,1
O=NN1CC(=O)NC1=O,training,1
CN(CCCC(=O)O)N=O,training,1
CN(CCO)N=O,training,1
CN(CCCO)N=O,training,1
CC(O)CN(C)N=O,training,1
CC(=O)CN(C)N=O,training,1
CN(N=O)c1ccccn1,training,1
CN(N=O)c1cccnc1,training,0
CN(N=O)c1ccncc1,training,0
CCCCCCCCCCCN(C)N=O,training,1
O=NN1CCOCC1,training,1
O=NN1CCCC1c1cccnc1,training,1
O=NN1CCCC1c1ccc[n+]([O-])c1,training,1
O=NN1CCC[C@H]1C(=O)O,training,0
O=NN1CCCC1,training,1
CC1SC(C)N(N=O)C(C)S1,training,1
O=NN1CCSCC1,training,1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,training,1
CCCCCCCC/C=C\CCCCCCCC(=O)[O-],training,0
Cc1c(-c2cnccn2)ssc1=S,training,0
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,training,1
O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1,training,1
O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2/C1=N/Nc1ccccc1,training,0
O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,training,0
COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O,training,0
CNCc1ccc(CSCCNC(=NCC(O)c2ccc(O)cc2)NS(C)(=O)=O)o1,training,0
CNC(=O)O/N=C(\SC)C(=O)N(C)C,training,0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,training,0
CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2,training,1
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,training,1
C=CC(=O)c1ccc2c(c1)OCO2,training,0
Nc1ccc(Oc2ccc(N)cc2)cc1,training,1
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,training,1
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F,training,0
O=C1C=C2C(=CCOC2O)O1,training,0
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],training,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],training,0
CCCCCN(N=O)/C(N)=N/[N+](=O)[O-],training,0
Cc1cc(=O)n(-c2ccccc2)n1C,training,1
Nc1ccc(N=Nc2ccccc2)c(N)n1,training,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,training,0
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O,training,1
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,training,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,training,1
CC1=NN(c2ccccc2)C(=O)C1,training,0
Nc1ccc(Nc2ccccc2)cc1,training,0
O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1,training,0
O=C1C=Cc2ccccc2/C1=N/Nc1ccccc1,training,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,1
COc1cc(/C=C/C(=O)OCCc2ccccc2)ccc1O,training,0
c1ccc(OCC2CO2)cc1,training,1
Oc1ccccc1-c1ccccc1,training,1
[O-]c1ccccc1-c1ccccc1,training,1
O=C1OC(=O)c2ccccc21,training,0
C1CNCCN1,training,0
C1CCNCC1,training,0
C[C@H]1CCC[C@@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,training,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,training,0
CC1(C)COC1=O,training,1
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,training,0
C=Cc1cccc[n+]1[O-],training,0
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,training,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,training,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,training,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,1
CCC1(c2ccccc2)C(=O)NCNC1=O,training,0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,training,0
O=S1(=O)CCCO1,training,1
O=C1CCO1,training,1
CC(C)NCC(O)COc1cccc2ccccc12,training,0
CC(O)COC(C)(C)C,training,0
NC(=O)c1cnccn1,training,0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,training,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,training,0
Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,training,0
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N/N=C5\C(=O)C=Cc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c65)c(C)c4)cc3C)cc2)cc1,training,1
Cc1ccc(N/N=C2\C(=O)C(S(=O)(=O)[O-])=Cc3ccc(S(=O)(=O)[O-])cc32)c(C)c1,training,1
O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-],training,0
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,training,0
Cc1cc(C)c(S(=O)(=O)[O-])cc1N/N=C1\C=C(S(=O)(=O)[O-])c2ccccc2C1=O,training,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,training,0
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,training,0
C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,training,1
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,training,0
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,training,0
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,training,0
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,training,1
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,training,0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,training,0
O=C1NS(=O)(=O)c2ccccc21,training,0
O=S1(=O)N=C([O-])c2ccccc21,training,0
O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,training,1
CN1[C@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,training,0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,training,0
Oc1ccc2c(c1)OCO2,training,1
CCN(CC)C(=S)[S-],training,0
C/C=C/C=C/C(=O)O,training,0
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,training,1
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,training,0
c1ccc(C2CO2)cc1,training,1
O=C1CCC(=O)O1,training,0
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]2OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,training,0
C=C(Cl)CSC(=S)N(CC)CC,training,1
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,training,0
O=S1(=O)CC=CC1,training,0
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,training,1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,training,0
C/C=C(\C)C(=O)O[C@@H]1CCN2CC=C(COC(=O)C(O)(C(C)C)C(C)O)[C@H]12,training,1
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,training,0
CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O,training,0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,training,0
Nc1ccc(-c2ccc(N)c(N)c2)cc1N,training,1
Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,training,0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,training,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,training,0
O=NN1CCCCO1,training,1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,training,0
C1CCOC1,training,1
O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,training,0
CN(C)CCN(Cc1ccsc1)c1ccccn1,training,0
c1ccc2[nH]c(-c3cscn3)nc2c1,training,0
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,training,0
Nc1ccc(Sc2ccc(N)cc2)cc1,training,1
O=c1cc[nH]c(=S)[nH]1,training,1
CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,training,0
Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,training,0
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,training,0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,training,0
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,training,0
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,training,0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,training,1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,training,0
CCCCOP(=O)(OCCCC)OCCCC,training,1
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,training,0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,training,0
ClCC(Cl)CCl,training,1
OCCN(CCO)CCO,training,0
OCCOCCOCCO,training,0
CN1C(=O)OC(C)(C)C1=O,training,0
COP(=O)(OC)OC,training,0
CNC(=S)N(C)C,training,1
c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,training,0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,training,0
O=P(OCCCl)(OCCCl)OCCCl,training,1
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,training,1
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,training,1
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,training,0
Cc1c(N)nc(C)c2c1[nH]c1ccccc12,training,1
Cc1nc(N)cc2[nH]c3ccccc3c12,training,1
NC(Cc1c[nH]c2ccccc12)C(=O)O,training,0
O=c1cc[nH]c(=O)[nH]1,training,1
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,training,0
CCOC(N)=O,training,1
C=COC(C)=O,training,1
C=CN1CCCC1=O,training,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,training,0
Cc1cccc(C)c1NC1=NCCCS1,training,0
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,training,0
CC(=O)C(N=Nc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(-c2ccc(NC(=O)C(N=Nc3ccc(Cl)cc3Cl)C(C)=O)c(C)c2)cc1C,training,0
O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)/C1=N\Nc1ccc(S(=O)(=O)[O-])cc1,training,0
O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N/Nc1ccc(S(=O)(=O)[O-])cc1,training,0
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,training,0
OCC(CO)(CBr)CBr,training,1
Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N\Nc1ccc(-c3ccc(N/N=C4\C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])c(O)c3)cc1O)C(S(=O)(=O)[O-])=C2,training,1
O=C([O-])c1cc(N=Nc2ccc(-c3ccc(N/N=c4\c(=O)cc/c(=N\Nc5cc(S(=O)(=O)[O-])ccc5[O-])c4=O)cc3)cc2)ccc1[O-],training,1
CC(O)C(=O)[O-],training,0
CCCC(CCC)C(=O)[O-],training,1
C=CC,training,0
OC[P+](CO)(CO)CO,training,0
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,training,1
NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,training,1
C=CCOCC1CO1,training,0
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3,training,1
O=C1CC(=O)NC(=O)N1,training,0
O=P([O-])(OCC(Br)CBr)OCC(Br)CBr,training,1
OCCN(CCO)c1nc(-c2cccs2)nc2ccccc12,training,0
O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,training,0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,training,1
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,training,1
CC(O)CNC(=O)N(N=O)C(C)Cl,training,1
Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,training,0
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,training,1
N[C@@H](CS)C(=O)O,training,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,training,1
Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1,training,1
O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr,training,1
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,training,0
Cc1ncc([N+](=O)[O-])n1C,training,1
O=NN1CCCN(N=O)CC1,training,1
CN(C)CCOC(c1ccccc1)c1ccccc1,training,0
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,training,1
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,training,0
O=CC1CO1,training,0
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,training,0
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,training,0
C1N2CN3CN1CN(C2)C3,training,0
NC(=O)N(CCCO)N=O,training,1
Cn1c(N)nc2c3cccnc3ccc21,training,1
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,training,0
CC1=CC(=O)CC(C)(C)C1,training,1
CC(C)O,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,training,0
COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1,training,1
Cc1ccc2ncccc2c1,training,0
CNC(=O)c1c(N(C)N=O)ncn1C,training,1
NCCNc1cccc2ccccc12,training,0
O=C([O-])CN(CC(=O)[O-])CC(=O)[O-],training,1
O=[N+]([O-])c1ccc(-c2cnc3ccccn23)o1,training,1
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,training,1
C[N+]([O-])(CCCl)CCCl,training,1
O=NN(CCO)C(=O)NCCCl,training,1
CC(=O)CN(CCO)N=O,training,1
CC1=CC(C)(C)N(N=O)c2ccccc21,training,1
CCOC(=O)N(CC)N=O,training,1
