smiles,group,Carcinogenicity
COC(=O)C1=CCCN(N=O)C1,training,0
CN(CC(O)CO)N=O,training,1
c1ccc2c(c1)[nH]c1cnccc12,training,0
Cn1c(N)nc2ncc(-c3ccccc3)cc21,training,1
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,training,1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,training,0
CCCN(N=O)/C(N)=N/[N+](=O)[O-],training,1
CCNNC(=O)[C@@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3,training,0
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,training,1
c1ccncc1,training,1
Cc1cc(C)c(N/N=C2\C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)cc1C,training,1
O=C1C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12,training,1
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,training,1
C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,training,1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,training,0
O=C1N=S(=O)([O-])c2ccccc21,training,1
C=CCc1ccc2c(c1)OCO2,training,1
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,training,1
CN(C)C(=S)SSC(=S)N(C)C,training,0
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,training,1
CCCCC(CC)COS(=O)(=O)[O-],training,0
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],training,0
Cc1cc2c(nc1N)[nH]c1ccccc12,training,1
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,training,1
COP(=S)(OC)SCn1nnc2ccccc2c1=O,training,0
CCCN=[N+]([O-])CCC,training,1
CCC1(CC)C(=O)N=C([O-])NC1=O,training,1
Nc1ccc(-c2ccc(N)cc2)cc1,training,1
O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,training,1
Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,training,1
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,training,0
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,training,1
CCCCN(N=O)C(N)=O,training,1
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,0
CC(C)=CCC/C(C)=C/C=O,training,0
O=P1(N(CCCl)CCCl)NCCCO1,training,1
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,training,1
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,training,1
CC1(C)C(=O)NC(=O)NC1=O,training,0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,training,0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,training,0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,training,0
OCC(O)CCl,training,0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,training,1
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,training,1
C=C(C)C,training,1
O=P1(NCCCl)OCCCN1CCCl,training,1
COC1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,training,0
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,training,1
O=C/C=C/[O-],training,1
Nc1nc(N)nc(N)n1,training,1
C=C(C)C#N,training,0
CN(C)CCN(Cc1cccs1)c1ccccn1,training,1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,training,0
COc1c2occc2cc2ccc(=O)oc12,training,1
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,training,1
CCCCCC(/C=C/C=C\CCCCCCCC(=O)OC)OO,training,0
Cn1cnc2[nH]c(N)nc(=O)c21,training,0
COC(=O)C(c1ccccc1)C1CCCCN1,training,0
Cc1cccc2cccnc12,training,0
Nc1cccc2c(N)cccc12,training,1
CCNC(=O)Nc1ncc([N+](=O)[O-])s1,training,1
N/C(=N\O)c1ccc([N+](=O)[O-])o1,training,0
CCCC[N+](=O)[O-],training,0
O=[N+]([O-])c1ccc2ncccc2c1,training,0
CC1CN(N=O)C(=O)NC1=O,training,0
CC1CN(N=O)CC(C)N1C(=O)c1ccccc1,training,1
CCCCCCCCCCCCN(C)N=O,training,1
O=NN1C[C@H](O)C[C@H]1C(=O)O,training,0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,training,0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@]4(C)[C@H]3CC[C@@]21C,training,1
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,training,0
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,training,0
CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,training,0
Brc1cc(Br)c(-c2cc(Br)c(Br)cc2Br)cc1Br,training,1
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,training,0
CCCN(N=O)C(N)=O,training,1
CC(O)CO,training,0
CC1CO1,training,1
CCCc1cc(=O)[nH]c(=S)[nH]1,training,1
Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,training,1
COc1ccc([N+](=O)[O-])cc1N/N=C1/C(=O)C(C(=O)Nc2cccc([N+](=O)[O-])c2)=Cc2ccccc21,training,0
CCN(CC)c1cc2oc3cc(=[N+](CC)CC)c(C)cc-3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,training,0
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,training,1
S=P(N1CC1)(N1CC1)N1CC1,training,1
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,training,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],training,1
CC(O)CN(CC(C)O)CC(C)O,training,0
CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,training,0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1,training,1
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,training,0
C=CC=O,training,0
O=NN(CCO)CC(O)CO,training,1
CCCCCCCCCCCCCCN(C)N=O,training,1
C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN(C)CC[C@@H](OC1=O)C2=O,training,1
C=CC=C,training,1
COC(=O)C(c1ccccc1)C1CCCCN1N=O,training,0
CC1=CC(C)(C)Nc2ccccc21,training,1
CC(=O)N[C@@H](CS)C(=O)O,training,0
Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,training,1
Nc1ccc(-c2ccccc2)cc1,training,1
CCCCCN(N=O)C(N)=O,training,1
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,training,1
CC(C)N=[N+]([O-])C(C)C,training,1
CCCCOCCO,training,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,0
C=CCN(CC=C)N=O,training,1
S=C(NC1CCCCC1)NC1CCCCC1,training,0
CCN(CC)C(C)=O,training,1
NCCCC(N)(C(=O)O)C(F)F,training,0
COc1cc(OC)c2c3c(c(=O)oc2c1)C(=O)CC3,training,0
CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1,training,1
CCCCCCCCCCCCC(=O)COC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,training,0
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,training,0
CC[N+]([O-])=NC,training,1
C1CC2OC2CC1C1CO1,training,0
CCN(N=O)C(=O)NCCO,training,1
CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)C(O)[C@@]3(CO)[C@]1(C)[C@]21CO1,training,0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,training,0
Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,training,1
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,training,1
NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,training,1
O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1,training,1
O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,training,1
C=CC(O)c1ccc2c(c1)OCO2,training,1
CC(C)CON=O,training,1
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,training,0
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,training,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0
S=c1nc[nH]c2nc[nH]c12,training,0
CSCCC(N)C(=O)O,training,0
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,training,1
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,training,1
O=C([O-])CCC(=O)O,training,0
CN1CCC[C@H]1c1cccnc1,training,0
CN(CCCl)CCCl,training,1
CC(O)CN(CC(O)CO)N=O,training,1
CCN(CC(F)(F)F)N=O,training,1
O=NN(CC(F)(F)F)CC(F)(F)F,training,0
O=Nc1ccc(Nc2ccccc2)cc1,training,1
CCN(C)N=O,training,1
O=NN1CCCCCCC1,training,1
O=NN1CCCCC1C(=O)O,training,0
O=NN1CCCCC1,training,1
O=C(OOC(=O)c1ccccc1)c1ccccc1,training,0
CC(=O)CN(N=O)C(=O)NCCCl,training,0
CC(=O)CN(N=O)C(N)=O,training,0
S=C(SN1CCOCC1)N1CCOCC1,training,1
C[C@H]1OC12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,training,1
c1ccc(Nc2ccc3ccccc3c2)cc1,training,0
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,training,0
C[C@]12CC[C@H]3C(=CCc4cc(OS(=O)(=O)[O-])ccc43)[C@@H]1CCC2=O,training,0
O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12,training,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,training,1
O=C1/C(=N\Nc2ccc(S(=O)(=O)[O-])c3ccccc23)C=C(S(=O)(=O)[O-])c2ccccc21,training,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,1
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,training,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O,training,0
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,training,0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,training,1
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,training,0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,training,0
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,training,0
CC(=O)Nc1ccc(N/N=C2/C=C(C)C=CC2=O)cc1,training,1
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O,training,0
CN1C2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,training,0
C=CC1=C(C)C2=CC3=NC(=C(CC(=O)[O-])C4=NC(=C(C)C4=C([O-])[O-])C=c4[n-]c(c(C)c4CC)=CC1=N2)[C@@H](CCC(=O)[O-])[C@@H]3C,training,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,training,0
c1cc(OCC2CO2)cc(OCC2CO2)c1,training,1
COP(C)(=O)OC,training,1
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C[C@H]3[C@H]3O[C@@H]43)[C@@]1(Cl)C2(Cl)Cl,training,0
CN(N=O)c1ccc(/C=C/c2ccnc3ccccc23)cc1,training,1
CC(=O)NCc1nc(-c2ccc([N+](=O)[O-])o2)no1,training,1
O=NN1CCCCC1c1cccnc1,training,1
O=NN(CC(=O)O)CC(=O)O,training,0
O=NN1CCNCC1,training,1
O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F,training,1
CCOC(=O)c1ccccc1C(=O)OCC,test,0
C=Cc1ccc(C)cc1,test,0
CC(=O)Nc1ccc(CC(=O)O)cc1,test,0
C=CCOc1ccc(CC(=O)O)cc1Cl,test,0
Nc1ccc([N+](=O)[O-])cc1O,test,1
CC(N)Cc1ccccc1,test,0
COc1ccc(N)cc1,test,0
O=C(O)c1ccccc1,test,0
ClCc1ccccc1,test,0
N#CSCc1ccccc1,test,0
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,test,0
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,test,0
Oc1ccccc1O,test,1
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,test,1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test,0
Nc1ccc(Cl)c(N)c1,test,1
Nc1ccc(N)c(Cl)c1,test,0
Cc1ccc(N)cc1Cl,test,0
Cc1cc(Cl)ccc1N,test,0
CC(=O)Nc1ccc(C(=O)CCl)cc1,test,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,test,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,test,1
COc1ccc(N)c(C)c1,test,1
COc1ccc(C)cc1N,test,1
Cc1ccc(N)cc1N,test,1
Cc1c(N)cccc1N,test,0
Cc1cc(N)ccc1N,test,0
Nc1cc(Cl)c(N)c(Cl)c1,test,0
Clc1ccc(Cl)cc1,test,1
COc1ccc(N)c(OC)c1,test,0
COC(=O)c1ccc(C(=O)OC)cc1,test,0
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],test,1
CN[C@@H](C)[C@H](O)c1ccccc1,test,0
CCOc1ccc(NC(N)=O)cc1,test,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,test,1
CCC(C(=O)NC(N)=O)c1ccccc1,test,0
CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1,test,0
O=C(O)c1cc(O)c(O)c(O)c1,test,0
CCCCCCOc1cc(C)c(O)c(C)c1C,test,0
CCCCCCc1ccc(O)cc1O,test,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,test,0
CC(C)OC(=O)Nc1cccc(Cl)c1,test,0
COc1ccc(O)cc1,test,1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,test,0
Cc1cc(O)ccc1O,test,0
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,test,0
CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],test,0
COc1ccc([N+](=O)[O-])cc1N,test,1
Nc1ccc(N)c([N+](=O)[O-])c1,test,0
Nc1ccc([N+](=O)[O-])cc1,test,0
CN(N=O)c1ccc(F)cc1,test,1
CN(N=O)c1ccc([N+](=O)[O-])cc1,test,0
CN(CCc1ccccc1)N=O,test,1
CN(N=O)c1ccccc1,test,1
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,test,0
NC(N)=NC(N)=NCCc1ccccc1,test,0
NC(=O)OCC(COC(N)=O)c1ccccc1,test,1
Nc1ccc(N)cc1,test,0
Nc1cccc(N)c1,test,0
CNC[C@H](O)c1cccc(O)c1,test,0
S=C=NCCCc1ccccc1,test,0
CCCCCCCCCc1ccc(OCCOCCO)cc1,test,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,test,0
CNNCc1ccc(C(=O)NC(C)C)cc1,test,1
O=C(O)c1ccc(O)c(O)c1,test,0
Nc1ccc(NCCO)c([N+](=O)[O-])c1,test,0
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,test,0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],test,0
Cc1ccc(C)c(N)c1,test,1
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,test,0
Oc1ccc(O)cc1,test,1
CC(C)Oc1ccccc1OC(=O)N(C)N=O,test,1
O=Nc1ccc(NO)cc1,test,1
Oc1c(Cl)cc(Cl)cc1Cl,test,1
CC(=O)Oc1ccccc1C(=O)O,test,0
O=Cc1ccccc1,test,0
C=CCc1ccc(O)c(OC)c1,test,0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,test,0
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,test,1
CC(O)c1ccccc1,test,1
CC(C(O)c1ccccc1)N(C)N=O,test,1
Oc1cccc(O)c1,test,0
Cc1ccccc1N,test,1
Nc1c(Cl)cc(Cl)cc1Cl,test,0
COc1cccc(O)c1O,test,1
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,test,0
Cc1ccc(S(=O)(=O)OCC(N)CN=O)cc1,test,1
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,test,0
Clc1ccccc1Cl,test,0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,test,1
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,test,0
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,test,1
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,test,1
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,test,1
Cc1cccc(N)c1,test,0
Cc1ccc(NC(N)=O)cc1,test,0
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,test,0
CN(N=O)C(=O)c1ccccc1C(=O)N(C)N=O,test,0
NC(=S)Nc1ccccc1,test,0
CC(C)(C)c1cc(O)ccc1O,val,0
Cc1cc(C)cc(S(=O)(=O)[O-])c1,val,0
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,val,0
CC(=O)Nc1ccc(O)cc1,val,1
Nc1cc([N+](=O)[O-])ccc1O,val,1
Nc1ccc(O)c([N+](=O)[O-])c1,val,1
Nc1ccc(N(CCO)CCO)cc1,val,0
C/C=C/c1ccc(OC)cc1,val,0
Nc1ccccc1C(=O)O,val,0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,val,0
c1ccccc1,val,1
O=C([O-])c1ccccc1,val,0
OCc1ccccc1,val,0
S=C=NCc1ccccc1,val,0
CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-],val,1
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,val,0
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,val,0
CC(C)(C)c1ccc(O)cc1,val,0
O=C(O)/C=C/c1ccc(O)c(O)c1,val,1
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,val,0
Cc1ccc(Cl)cc1N,val,0
O=C(CCl)c1ccccc1,val,0
N#CC(C#N)=Cc1ccccc1Cl,val,0
Clc1ccccc1,val,1
CN(C)C(=O)Nc1ccc(Cl)cc1,val,1
O=NN([O-])c1ccccc1,val,1
COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,val,1
Nc1ccc(O)c(N)c1,val,0
Oc1ccc(Cl)cc1Cl,val,0
CCN(CC)C(=O)c1cccc(C)c1,val,0
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,val,1
CN(C)c1ccccc1,val,1
NC(Cc1ccc(O)c(O)c1)C(=O)O,val,0
NCCc1ccc(O)c(O)c1,val,0
CCc1ccccc1,val,1
Cc1cc(Cl)ccc1OCC(=O)O,val,0
CN(N=O)C(=O)c1ccccc1,val,1
Cc1ccc(O)c(O)c1,val,1
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,val,0
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,val,0
Nc1ccc([N+](=O)[O-])cc1N,val,0
Cc1ccc([N+](=O)[O-])cc1N,val,0
COc1ccccc1[N+](=O)[O-],val,1
Nc1cc([N+](=O)[O-])ccc1C(=O)O,val,0
O=C(O)c1ccc([N+](=O)[O-])cc1,val,1
Cc1ccc(S(=O)(=O)OCCN(C)N=O)cc1,val,1
Cc1ccccc1N=O,val,1
Cc1ccccc1[N+](=O)[O-],val,1
Cc1ccc([N+](=O)[O-])cc1,val,1
C=CCOc1ccccc1OCC(O)CNC(C)C,val,0
CCOc1ccc(NC(C)=O)cc1,val,1
S=C=NCCc1ccccc1,val,0
Oc1ccccc1,val,0
CN(C)N=Nc1ccccc1,val,1
Nc1ccccc1N,val,1
S=C=NCCCCCCc1ccccc1,val,0
NC(=O)c1ccccc1C(N)=O,val,0
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,val,0
CCCOC(=O)c1cc(O)c(O)c(O)c1,val,0
C=Cc1ccccc1,val,1
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,val,0
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,val,0
Cc1ccc(N=C=O)cc1N=C=O,val,1
Cc1ccccc1S(N)(=O)=O,val,1
Cc1ccc(N)cc1,val,0
Cc1ccc(C)c(C)c1,val,1
C=Cc1cccc(C)c1,val,0
CCOc1ccc(NC(C)=O)cc1N,val,0
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,val,1
CC(=O)OCc1ccccc1,val,0
O=[N+]([O-])c1ccccc1Cl,val,0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,val,1
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,val,0
C=CCc1ccc(OC)c(OC)c1,val,1
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,val,0
COc1ccccc1N,val,1
COc1ccc(O)c(C(C)(C)C)c1,val,1
Nc1cc(Cl)cc(C(=O)O)c1Cl,val,0
O=[N+]([O-])c1ccc(Cl)cc1,val,0
Nc1ccc(Cl)cc1N,val,1
O=C/C=C/c1ccccc1,val,0
O=C(O)COc1ccc(Cl)cc1Cl,val,0
O=[N+]([O-])/C=C/c1ccccc1,val,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,val,0
Cc1cc(C)c(N)cc1C,val,1
Cc1ccc(N)c(C)c1,val,0
Cc1ccc(O)c(C(C)(C)C)c1,val,0
Cc1ccccc1,val,1
Cc1cc(C)c(N)c(C)c1,val,1
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,val,0
C=CCOC(=O)c1ccccc1C(=O)OCC=C,val,0
COc1ccc(N)cc1N,val,1
N#[N+]c1cc(CCN)ccc1[O-],val,1
Cc1cccc(C)c1N,val,0
CN(N=O)c1ccc(N=O)cc1,val,1
O=[N+]([O-])c1ccccc1,val,1
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,val,0
Nc1c(F)c(N)c(F)c(F)c1F,val,0
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OS(C)(=O)=O,val,0
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,val,1
