smiles,group,F(20%)
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,training,1
CN[C@@H](C)[C@H](O)c1ccccc1,test,1
CC(C)N[C@@H](C)[C@H](O)c1cccc2ccccc12,test,1
C[C@H](N)[C@H](O)c1ccccc1,val,1
O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,training,1
CC(C)CCC(O)COc1ccc(OCCOCC2CC2)cc1,training,1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,training,1
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,training,1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,training,0
C[C@@H](CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,val,0
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,training,1
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,training,1
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,training,1
CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,training,1
CN(C)CCCO[C@H]1[C@@H]([C@H](O)CO)O[C@@H]2OC(C)(C)O[C@H]12,training,1
CNCCCCOc1ccccc1Cc1ccccc1,test,0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,training,0
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,training,1
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,val,1
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,training,1
CCOc1ccccc1OC[C@H]1COCCN1,training,1
CC(C)(Cc1c[nH]c2ccccc12)NC[C@@H](O)COc1ccccc1C#N,training,1
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,test,1
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,val,1
Cc1cccc(C)c1OC[C@@H](C)N,val,1
CC(C)COC[C@@H](CN1CCCC1)N(Cc1ccccc1)c1ccccc1,training,1
Cc1c(C)c2c(c(C)c1O)C[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)CO2,training,1
NC[C@@H]1O[C@H](CO[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,training,0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,training,1
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,training,0
COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,training,0
COc1ccc(CCNC[C@H](O)COc2cccc(C)c2)cc1OC,training,1
CC(C)NC[C@H](O)COc1ccc(O)cc1,val,1
Cc1cccc(OC[C@@H](O)CNC(C)C)c1,val,1
Cc1cc2c(OC[C@@H](O)CNC(C)C)cccc2[nH]1,val,1
C=CCc1ccccc1OC[C@@H](O)CNC(C)C,test,0
CC(C)(C)NC[C@H](O)COc1cccc2c1SCCC2,training,1
CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,training,1
CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,training,1
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,training,1
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,training,1
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,training,1
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,val,0
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,training,1
COc1ccc2c(c1)N(C[C@@H](C)CN(C)C)c1ccccc1S2,test,1
COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,training,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,training,1
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,test,0
COc1cc(N[C@H](C)CCCN)c2ncccc2c1,test,1
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,training,1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,training,1
COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,training,1
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,training,1
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,training,1
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,training,1
COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,training,1
COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,training,0
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,training,1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,training,1
COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,training,0
COc1ccc(CCN(C)CCC[C@@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,training,0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,training,1
COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,training,1
COc1ccc(OC)c(Cc2cnc3c(C)c(N)nc(N)c3n2)c1,training,1
COc1cc(=N)cnn1-c1ccccc1,training,1
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,training,1
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,training,0
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,training,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,training,1
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,training,1
CN(C)CC(Oc1ccccc1)Oc1ccccc1,training,1
Nc1nc2c(ccn2COC(CO)CO)c(=O)[nH]1,training,0
CN(C)CCOC(c1ccccc1)c1ccccc1,test,1
CN1[C@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,training,1
CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,test,1
NC[C@@H]1O[C@@H](O[C@H]2[C@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,training,0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,training,0
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,training,0
OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,training,0
NC[C@H]1O[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@@H]2O)[C@H](N)C[C@@H]1O,training,0
CCN[C@@H]1C[C@H](N)[C@@H](O[C@@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,training,0
CC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,val,0
CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,val,0
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,training,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,training,1
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@](C)(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1O,training,1
CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@H](O)[C@@]1(C)O,training,1
COCC1=C(C(=O)O[C@H](C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,training,1
COc1ccccc1OCCNC[C@@H](O)OCc1cccc2[nH]c3ccccc3c12,training,1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,training,1
Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1,test,1
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,training,1
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,training,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,training,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,training,1
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,training,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,training,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,training,1
CCOC(=O)O[C@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,training,0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,training,1
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,training,0
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,training,0
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,training,1
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,training,0
Nc1c2c(nc3ccccc13)CCCC2,training,0
CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,training,1
NC12CC3CC(CC(C3)C1)C2,training,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,training,1
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,training,1
N=C(N)NCCN1CCCCCCC1,training,1
NC1=Nc2nc(N)c(-c3ccccc3)nc2[C@@H](N)N1,training,1
N[C@@H]1CC1c1ccccc1,training,1
C[C@H](N)Cc1ccccc1,val,1
NNc1nncc2ccccc12,training,1
NCCNCCNCCN,training,1
CN(C)CCN(Cc1cccs1)c1ccccn1,training,1
CN(C)CCCN1c2ccccc2Sc2ccccc21,val,0
CNCCCN1c2ccccc2CCc2ccccc21,test,1
CN(C)CCCN1c2ccccc2CCc2ccccc21,test,1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,training,1
CNCCCC1c2ccccc2C=Cc2ccccc21,training,1
CNCCCC12CCC(c3ccccc31)c1ccccc12,training,1
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,training,1
CNCCC=C1c2ccccc2CCc2ccccc21,training,1
CN(C)CCC=C1c2ccccc2CCc2ccccc21,training,1
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,training,1
CN(C)CCC[C@H]1c2ccccc2COc2ccccc21,training,1
CCCN[C@H]1CCc2nc(N)sc2C1,training,1
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,val,1
CN(C)CC[C@@H](c1ccccc1)c1ccccn1,training,1
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,training,1
CCN(CC)c1cc(C)nc2ncnn12,training,1
C#CCN[C@@H]1CCc2ccccc21,training,1
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,test,1
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,val,0
CN(C)C(=N)NC(=N)N,training,1
C=C(N(CC)CC)C1(c2ccccc2)CC1CN,training,1
NC(N)=NCC1COC2(CCCCC2)O1,training,1
CN[C@@H](C)Cc1ccccc1,test,1
C[C@@H](CC(c1ccccc1)c1ccccc1)NC(C)(C)C,val,1
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,test,1
C#CCN(C)[C@H](C)Cc1ccccc1,test,0
NC(N)=N/C(N)=N/CCc1ccccc1,val,1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,training,1
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,training,1
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,test,1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,training,1
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,training,1
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,training,1
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,training,0
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,training,1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@@H](O)CC(=O)O,training,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,training,1
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,training,1
C#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(F)cc1,training,1
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,training,1
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,training,1
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,training,1
O=c1[nH]c2ccccc2n1C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,training,1
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,training,1
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,training,1
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,training,1
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,training,1
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,training,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,training,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,training,1
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,training,1
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,training,0
CCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,training,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,training,1
C[C@@H](C(=O)O)c1ccc(-c2cccc(F)c2)cc1,training,1
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,training,1
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,training,1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,training,1
O=C(O)c1cn(C2CC2)c2nc(N3CCCCC3)c(F)cc2c1=O,training,1
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,training,1
C[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,training,1
COc1c2c(cc(F)c1N1C[C@@H]3CCCN[C@@H]3C1)C(=O)C(C(=O)O)=C[C@@H]2NC1CC1,training,1
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,training,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,training,1
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,training,1
CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,training,1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,training,1
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,training,1
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,val,1
