smiles,group,Respiratory
C/C=C\C(=O)C[C@@H]1CC[C@H](C)[C@@H](CC(=O)NC[C@H](O)[C@H](C)C(=O)NCCC[C@H]2O[C@@]3(CCC[C@@H](CC[C@H](C)/C=C(\C)[C@@H](C)O)O3)CC[C@@H]2C)O1,training,1
C=CS(=O)(=O)COCS(=O)(=O)C=C,training,1
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O,training,1
CC(C)(C)CCOP(C)(=O)F,training,1
CC1(C)[C@@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C[C@@]3(C[C@@]4(C)O)[C@H](O)[C@@H](O)[C@@]21O,training,1
CO[C@H]1CC1(Cl)Cl,training,1
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,training,1
CCCO[C@@H]1CC1(Cl)Cl,training,1
CCOc1ccc2c(c1)nnn2CCO,training,1
COc1cc2nnn(CCO)c2cc1[N+](=O)[O-],training,1
C[C@@H](O)CO,training,0
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,training,0
CC/[Ge]=N/O,training,0
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,training,0
Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1,training,0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,training,0
Cc1ccccc1OC[C@H](O)COC(=O)c1cccnc1,training,0
CCC1(c2ccccc2)CCC(=O)N(CN2CCN(CN3C(=O)CCC(CC)(c4ccccc4)C3=O)CC2)C1=O,training,0
COc1cc(C(=O)/N=c2/sc(S(N)(=O)=O)nn2C)cc(OC)c1OC,training,0
CCCCOCC(COCCCC)OC(C)=O,training,0
Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c1ccccc1,training,0
CCN(CC)P1(=O)OC(C)(C)C[C@]1(C)O,training,0
C[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,training,0
Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c1ccc(I)cc1,training,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,training,0
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,training,0
NC(=O)NC(=O)[C@]1(c2ccccc2)CCC(=O)O1,training,0
Cc1ccccc1/N=C1/SCC(=O)N1CCCN1CCOCC1,training,0
O=C(COc1ccc([N+](=O)[O-])cc1)N1CC1,training,0
COC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Cl)cc43)cc2)cc1,training,0
CC1(C)C[C@@](C)(O)P(=O)(c2ccccc2)O1,training,0
CCC[C@@H](C[C@H](C)OC(N)=O)OC(N)=O,training,0
C=CC(=O)OCCCC,training,0
CN(C)CCN,training,0
CC[C@@H](C)OC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,training,0
COC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,training,0
CCCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,training,0
C[C@@]1(c2ccc(Cl)cc2)O[C@@H](COC(N)=O)CS1,training,0
O=C1CC(c2ccc(OCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,training,0
NS(=O)(=O)c1ccc(C(=O)c2ccc(S(N)(=O)=O)s2)s1,training,0
O=C(c1ccccc1)c1ccccc1,training,0
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,training,0
CCC[C@@H]1N2CCCC[C@@H]2[C@@H]2c3c(c4ccccc4n3C)CCN21,training,0
CCSc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,training,0
COC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(CN4CCOCC4)c4ccc(Cl)cc43)cc2)cc1,training,0
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCCC1,training,0
CC(C)c1ccc([C@@]2(C)O[C@@H](CO)CS2)cc1,training,0
Cc1cccc(N2C[C@@H](CO)OC2=O)c1,training,0
O=c1nc(-c2cc(Cl)ccc2Cl)[nH]c(=O)[nH]1,training,0
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,training,0
CCCC[C@@H]1C(=O)NC(=O)N(C2CCCCC2)C1=O,training,0
Cc1ccccc1OCc1coc(=O)[nH]1,training,0
COc1cc(C)nc(-n2nc(C)cc2OC)n1,training,0
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc1OC,training,0
Cc1ccc(C(C)C)cc2c(C)ccc1-2,training,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,training,0
CN1C(=O)C(=O)c2cc(Br)ccc21,training,0
O=C1CS/C(=N/c2ccccc2)N1CCCN1CCOCC1,training,1
Cc1csc2nc3[nH]ncc3c(=S)n12,training,1
Fc1ccc(-c2csc3nc4[nH]ncc4c(=S)n23)cc1,training,1
CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(C)cc1,training,1
CN(C)CCOc1ccnc(N)n1,training,1
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1,training,1
c1ccc(-c2nncs2)cc1,training,1
O=c1ccc(-c2ccccc2)nn1CCO,training,1
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccccc1,training,1
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,training,1
Cc1cccc2c1N=C(O)C2=O,training,1
Cc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,training,1
Cc1ccc(N2CCN(c3c4c(nc5c(C)cccc35)CCC4)CC2)cc1,training,1
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,training,1
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCCCC1,training,1
CCN(CC)C(=O)c1c2c(nc3ccccc13)CCCCC2,training,1
c1ccc(-c2nnc(-c3ccccc3)s2)cc1,training,1
Nc1nnc(-c2ccccn2)s1,training,1
CCN(C)[C@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,training,1
OCc1cccc2cc(Oc3ccc(Cl)c4cccnc34)c(O)cc12,training,1
O=NN1CCC[C@H]1C(=O)O,training,1
COC/C=C1/CN2[C@H]3C[C@]45C(=Nc6c(OC)cc(OC)c(OC)c64)OC[C@H]3[C@H]1C[C@H]25,training,1
COC(F)(F)C(C(F)(F)F)C(F)(F)F,training,1
O=C(COc1ccccc1)NCCN1CCCOCC1,training,1
O=C(O)CNCP(=O)(O)O,training,1
CSc1nc(=O)c(C(C)(C)C)n[nH]1,training,1
CN(C)CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,training,1
COCC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,training,1
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,training,1
CN1C(c2ccncc2)=NCC1c1ccccc1,training,1
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1,training,1
CCOC(=O)CN(C1CCCCC1)C1CCCCC1,training,1
Clc1ccccc1N1CCN(CCc2ccncc2)CC1,training,1
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,training,1
Cc1cc(Nc2nc(C)ccc2S)nc(N)n1,training,1
OC(Cc1ccccc1)CN1CCN(c2ccccc2)CC1,training,1
OCc1cccc2c(O)c(Oc3cccc4cccnc34)ccc12,training,1
Cc1ccccc1N1CCN(CCc2ccncc2)CC1,training,1
CCN1CCC[C@H](Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,training,1
CC(=O)O[C@@H]1C(=O)[C@@]23C[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@H](Cl)[C@H](O)C(C)(C)[C@]12O)[C@](C)(O)C3,training,1
CC1(C)O[C@@H]2C(=O)[C@]34C[C@@H](CC[C@H]3[C@@](C)(O)[C@H]3[C@H]5O[C@@H]5C(C)(C)[C@@]23O1)[C@](C)(O)C4,training,1
COc1ccccc1CN1CCOCC1,training,1
CNC1(C#N)CCCCC1,training,1
O=C(CI)OCCOC(=O)CI,training,1
Nc1c2c(nc3ccccc13)CCCCC2,training,1
CC(C)CC1=C(C(=O)c2ccoc2)C[C@@H](C)C1,training,1
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,training,1
CCN(CC)C(=S)SC(=O)N(C)C,training,1
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,training,1
O=C1CCCC[C@H]1Cc1ccc(Cl)cc1,training,0
Nc1nc(N)c(-c2ccccc2)s1,training,1
O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,training,1
CC(C)N1C(c2ccncc2)=NCC1c1ccccc1,training,1
O=C(O)CCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,training,1
CCCCNc1c2c(nc3ccccc13)CCCC2,training,1
C=C1C2CCC3CC2(CC3(C)O)C2OC(C)(C)OC2C2(O)C1CC(O)C2(C)C,training,1
CC(C)(C)CCOC(N)=O,training,1
CCSC#N,training,1
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,training,0
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,training,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,training,0
C[C@@H]1C[C@H](OC(=O)[C@H](O)c2ccccc2)CC(C)(C)C1,training,0
O=[N+]([O-])OC[C@H](O)CO,training,0
O=C1NCCCCN1,training,0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,training,0
CCCCCCS(=O)C1CS(=O)(=O)CC1O,training,0
NC(=O)OCC1(COC(N)=O)CCCC1,training,0
Cc1ccc(N2C(=O)/C(=C/c3cccc4ccccc34)NC2=S)cc1,training,0
COc1cc(OC)c(C(=O)/N=c2/sc(S(N)(=O)=O)nn2C)cc1OC,training,0
NS(=O)(=O)c1csc(S(N)(=O)=O)c1,training,0
Cc1ncc2c(=O)nc(SCCCN3CCN(c4cccc(Cl)c4)CC3)n(-c3ccccc3)c2n1,training,0
Cc1cc(C)c([C@@]2(C)OC[C@@H](COC(N)=O)O2)c(C)c1,training,0
CCOC(=O)n1oc2ccccc2c1=O,training,0
CC(C)N(C(C)C)C(C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O)N(C(C)C)C(C)C,training,0
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O[Si]23OCCN(CCO2)CCO3)c1,training,0
CCCCOCC(O)CO,training,0
Cc1cc(C)[n+]([O-])c(NS(=O)(=O)c2ccc(N)cc2)n1,training,0
O=C1C2=C(CCCC2)C(=O)N1c1ccccn1,training,0
NCCCC(N)=O,training,0
CCC[C@@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,training,0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,training,0
Cc1ccc(S(=O)(=O)NC(=O)N2C[C@@H]3CC[C@@](C)(C2)C3(C)C)cc1,training,0
O=C(COc1ccccc1)N1CC1,training,0
Cc1ccc(OCC(=O)N2CC2)cc1,training,0
CCCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Cl)cc43)cc2)cc1,training,0
CCN(CC)CCOC(=O)c1c(C)nsc1Cl,training,0
COc1cc(C(=O)N2CCCCCC2)cc(OC)c1OC,training,0
O=C(O)CCC(=O)c1ccc(-n2cc3ccccc3n2)cc1,training,0
COc1cccc(-n2cc3ccccc3n2)c1,training,0
N#Cc1cccc(-n2cc3ccccc3n2)c1,training,0
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,training,0
CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,training,0
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,training,0
O=c1c2sc3ccccc3c2nc2sc(-c3ccccc3)nn12,training,0
CN1CCCCN(C)C1=O,training,0
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCCC1,training,0
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1OC,training,0
O=C(COc1ccc(Cl)cc1)NCCN1CCOCC1,training,0
CCc1nnc(N2C(=O)CC(c3ccccc3)C2=O)s1,training,0
O=C(O)C(O)(c1ccccc1)C1CCCCC1,training,0
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,training,0
N=C(N)NNc1ccnc(NNC(=N)N)n1,training,0
C[C@H]1SC2(CCN(C(=O)[C@H]3COc4ccccc4O3)CC2)N(c2ccccc2)C1=O,training,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccccc1,training,1
Cc1ccc2c(=O)[nH]c(-c3cc(C)no3)nc2c1,training,1
CNc1c(C(=O)NCCN(C)C)c(-c2ccccc2)nc2ccccc12,training,1
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,training,1
CCCCCOP1(=O)OC(C)(C)C[C@]1(C)O,training,1
CCCCC1(C)[C@@H](C#N)C(=O)NC(=O)[C@H]1C#N,training,1
NC(=O)c1ccc(C(=O)NCCN2CCN3Cc4[nH]c5ccccc5c4CC3C2)cc1,training,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@H]2C1,training,1
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,training,1
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(O)cc2)C1=O,training,1
COc1cc2c(cc1O)[C@H]1Cc3ccc(O)c(OC)c3CN1CC2,training,1
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,training,1
Nc1ccc(O)c(=O)c(Br)c1,training,1
O=C(COc1ccccc1)NCCN1CCOCC1,training,1
OCc1cc(Cl)c2cc(O)c(Oc3cccc4cc(Cl)cnc34)cc2c1,training,1
CN(C)Cc1nnc(-n2c(-c3ccccc3)nc3ccccc3c2=O)s1,training,1
Nc1ccc(Oc2ccc(N)cc2)cc1,training,1
Cn1ncc2c(=O)n3ccsc3nc21,training,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,training,1
CCC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,training,1
Cc1nc2ccccc2c(=O)n1[C@@H]1CCC(=O)NC1=O,training,1
CCCCn1c(-c2ccc(C)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,training,1
CC1(C)C(C#N)C(=O)NC(=O)C1C#N,training,1
COc1cc(C(=O)Nc2cccc3c2CN(C)CC3)cc(OC)c1OC,training,1
CC[C@](C)(Oc1ccc(C2(c3ccc(O[C@](C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,training,1
CC(C)=C1CC[C@H](C)[C@](C)(COc2ccc3ccc(=O)oc3c2)[C@@H]1CCC(=O)O,training,1
CCCCn1c(-c2ccc(OC)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,training,1
Cn1c2c(c3ccccc31)CCN[C@@H]2[C@H]1CCCCN1,training,1
C#C[C@@](C)(O)CCC=C(C)C,training,1
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,training,1
CC1(C)Oc2cc(O)cc(O)c2C2=C1CCCC2,training,1
CN1CCN(C)C1=S,training,1
CN(C)CCN(Cc1ccccc1)c1cccc2ccccc12,training,1
C/C=C1\CN2[C@@H]3C[C@@H]1[C@H](CO)[C@H]2Cc1c3[nH]c2cc(OC)ccc12,training,1
C[C@@H]1N2CCc3c(n(C)c4ccccc34)[C@@H]2[C@H]2CCCCN12,training,1
CCO[C@H](CN1CCN(C[C@H](C)C(=O)c2ccccc2)CC1)c1ccccc1,training,1
O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CN(c2ccccc2)c2ccccc2)s1,training,1
COC(=O)CC(=O)CCl,training,1
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN1CCOCC1,training,1
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,training,1
O=C(O)C(=O)C(Br)Br,training,1
O=C(O)C(=O)CBr,training,1
C/C=C1/C[N+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1[C@]4(CO)C(=O)OC,training,1
O=C(/C=C/Cl)c1ccc(-c2ccccc2)cc1,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,training,1
Brc1ccccc1N1CCN(CCc2ccncc2)CC1,training,1
CC(C)(C)OC(=O)N1C(CO)CSC1c1ccccc1,training,1
CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,training,1
O=C1C=CC(=O)C(I)=C1,training,1
Clc1ccc(N2N=NC[C@H]2c2ccncc2)cc1,training,0
CC(C)c1ccc([C@@]2(C)OC[C@@H](N(C=O)CO)O2)cc1,training,0
OCCc1ccccc1-c1ccccn1,training,0
S=C1NCCCN1,training,0
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccc(I)cc1,training,1
Cc1nc(N)nc(Nc2ccccc2)n1,training,1
Cc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,training,1
CCC=O,training,1
Cc1ccnc(N(CCN(C)C)Cc2ccc(Br)cc2)n1,training,1
CCN1CCC[C@H]1c1cccnc1,training,1
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,training,0
OCCOCCO,training,0
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,training,0
CCCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,training,0
CC(=O)CCc1ccc(-n2cc3ccccc3n2)cc1,training,0
O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,training,0
C=CCN(CC=C)C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,training,1
O=C(c1c2c(nc3ccccc13)CCCCC2)N1CCOCC1,training,1
Oc1ccc(Nc2ccccc2)cc1,training,1
CCN(CC)CCN(Cc1ccc(Br)cc1)c1cc(C)ncn1,training,1
O=C1CS[C@H](c2ccc(Cl)cc2)N1n1c(-c2ccccc2)nc2ccccc2c1=O,training,1
CCCCN(CCCC)CC(=O)NN,training,1
CC[C@H]1CN(C)[C@@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@@H]1[C@@H]2C(=O)OC,training,1
Cc1cc2c3ccccc3[n+]1CCCCCCCCCC[n+]1c(C)cc(c3ccccc31)NCCCCCCCCCCN2,training,1
OCCOCCOCCO,training,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,training,0
CN(C)P1(=O)OC(C)(C)C[C@]1(C)O,training,0
COc1ccccc1OC[C@H](O)COC(=O)c1cccnc1,training,0
Cc1cc(C)n(-c2nc3ccccc3s2)n1,training,0
COC(=O)[C@@H](F)C(F)(F)F,training,0
COCCOCCO,training,0
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,training,0
CCCCCCCCCCCCCC(=O)N(C)C,training,0
CN1CCCN(C)C1=O,training,0
CC[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,training,0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,training,0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,training,0
C#CCN1C(=O)[C@H]2CC=CC[C@@H]2C1=O,training,0
O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,training,0
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,training,0
CC[C@]1(c2ccccc2)CCOC1=O,training,0
CN1C(=O)CC[C@H]1c1cccnc1,training,0
Cc1ncc2c(=O)n(CCCN3CCN(c4nccs4)CC3)c(=S)n(-c3ccccc3)c2n1,training,0
CCN(CC)C(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,training,0
Cc1cc(F)ccc1-c1cn[nH]c(=S)n1,training,0
C[C@H]1CO[C@](C)(c2ccc(Cl)cc2)O1,training,0
CS(=O)c1ccc(-c2cn3cccnc3n2)cc1,training,0
CC(C(N)=O)c1ccc(-n2cc3ccccc3n2)cc1,training,0
Cc1ncc2c(=O)n(CCCN3CCN(c4ncccn4)CC3)c(=S)n(-c3ccccc3)c2n1,training,0
CN(C)S(=O)(=O)c1ccc(CNCCNCc2ccc(S(=O)(=O)N(C)C)cc2)cc1,training,0
Cc1c(NS(=O)(=O)CCN)c(=O)n(-c2ccccc2)n1C,training,0
